chrom	start	end	exon_chr	exon_start	exon_end	exon_gene	overlap_type	n_tissues	mean_pext	sd_pext	min_pext	max_pext	median_pext	iqr_pext	n_flagged.x	flagged_tissues.x	top3_tissues_by_z.x	top3_z.x	n_flagged.y	flagged_tissues.y	top3_tissues_by_z.y	top3_z.y
chr21	44059464	44059502	chr21	44059464	44060262	TRAPPC10	perfect	50	0.0882426	0.037988090980823806	0.03662	0.23194	0.08607	0.046475	1	Testis	Testis,Cells_Culturedfibroblasts,WholeBlood	3.783,2.579,2.478	1	Testis	Testis	3.783
chr21	45134795	45134832	chr21	45134714	45134832	ADARB1	perfect	50	0.05058	0.026846596105446582	0.00168	0.13672	0.04615	0.03427500000000001	1	Muscle_Skeletal	Muscle_Skeletal,Testis,Heart_AtrialAppendage	3.209,2.569,1.324	1	Muscle_Skeletal	Muscle_Skeletal	3.209
chr21	45455530	45456176	chr21	45455521	45456881	COL18A1	perfect	50	0.0833854	0.06905807039420829	0	0.30443	0.061215000000000006	0.07940749999999999	2	Brain_Spinalcord_cervicalc_1,Liver	Brain_Spinalcord_cervicalc_1,Liver,Bladder	3.201,3.05,2	2	Brain_Spinalcord_cervicalc_1,Liver	Brain_Spinalcord_cervicalc_1,Liver	3.201,3.05
chr21	45456176	45456881	chr21	45455521	45456881	COL18A1	perfect	50	0.0292118	0.0470572052081294	0	0.26376	0.014345	0.017474999999999997	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1,Nerve_Tibial,Brain_Substantianigra	4.984,2.657,2.234	1	Brain_Spinalcord_cervicalc_1	Brain_Spinalcord_cervicalc_1	4.984
chr21	45534537	45534606	chr21	45534537	45534706	SLC19A1	perfect	50	0.059119	0.054947461334832	0	0.25439	0.055365	0.08367	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Spleen,Brain_Caudate_basalganglia	3.554,1.787,1.452	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.554
chr21	46600281	46600375	chr21	46600279	46600375	S100B	perfect	50	0.1263774	0.05181845218625883	0	0.2931	0.12048500000000001	0.04034749999999998	1	Spleen	Spleen,Pituitary,Liver	3.217,1.818,1.816	1	Spleen	Spleen	3.217
chr22	17477099	17477159	chr22	17477092	17477159	CECR2	perfect	50	0.3545038	0.13971495509465703	0	1	0.36966	0.118815	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Adipose_Subcutaneous,Artery_Aorta	4.62,1.041,1.041	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	4.62
chr22	17793728	17793794	chr22	17793728	17793794	MICAL3	perfect	50	0.029927799999999997	0.045269394323407534	0	0.20935	0	0.052820000000000006	1	Muscle_Skeletal	Muscle_Skeletal,WholeBlood,Liver	3.963,2.686,1.627	1	Muscle_Skeletal	Muscle_Skeletal	3.963
chr22	17803574	17803810	chr22	17803553	17803861	MICAL3	perfect	50	0.0288892	0.024285259478094262	0	0.13986	0.02373	0.008645	2	Cells_EBV_transformedlymphocytes,Liver	Cells_EBV_transformedlymphocytes,Liver,Testis	4.569,4.297,1.532	2	Cells_EBV_transformedlymphocytes,Liver	Cells_EBV_transformedlymphocytes,Liver	4.569,4.297
chr22	17884274	17884358	chr22	17884274	17884358	MICAL3	perfect	50	0.1140758	0.07046772658574466	0.02352	0.32555	0.09698	0.09480749999999999	1	Brain_Substantianigra	Brain_Substantianigra,Brain_Spinalcord_cervicalc_1,Brain_Hypothalamus	3.001,2.83,2.256	1	Brain_Substantianigra	Brain_Substantianigra	3.001
chr22	18140027	18140085	chr22	18140027	18141272	TUBA8	perfect	50	0.046108	0.04300007062167907	0.01887	0.33333	0.03861	0.01093000000000001	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes,Brain_CerebellarHemisphere	6.68,0.63,0.576	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	6.68
chr22	18145655	18145742	chr22	18145655	18146683	TUBA8	perfect	50	0.032764	0.024111778982776978	0	0.10526	0.028990000000000002	0.0301675	1	Prostate	Prostate,MinorSalivaryGland,Spleen	3.007,2.554,1.667	1	Prostate	Prostate	3.007
chr22	19759643	19759677	chr22	19759457	19759677	TBX1	perfect	50	0.034180999999999996	0.04781091034438881	0	0.21429	0.02011	0.05054	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Testis,Brain_Cerebellum	3.767,2.784,2.771	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere	3.767
chr22	19779219	19779404	chr22	19779219	19779546	TBX1	perfect	50	0.011818599999999999	0.040407000808356575	0	0.21429	0	0	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Spleen	5.011,3.832,2.398	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	5.011,3.832
chr22	19895135	19895200	chr22	19893901	19895320	TXNRD2	perfect	50	0.0564412	0.03913783928421106	0.02203	0.21339	0.045829999999999996	0.0245075	2	Cells_EBV_transformedlymphocytes,Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes,Brain_Cerebellum	4.01,3.914,1.533	2	Cells_EBV_transformedlymphocytes,Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes	4.01,3.914
chr22	19895255	19895320	chr22	19893901	19895320	TXNRD2	perfect	50	0.0239026	0.02104403224436897	0	0.12394	0.019075	0.011365	2	Cells_EBV_transformedlymphocytes,WholeBlood	Cells_EBV_transformedlymphocytes,WholeBlood,Vagina	4.754,4.144,0.637	2	Cells_EBV_transformedlymphocytes,WholeBlood	Cells_EBV_transformedlymphocytes,WholeBlood	4.754,4.144
chr22	19933433	19933440	chr22	19933433	19933526	TXNRD2	perfect	50	0.049884200000000004	0.027557240619688842	0.01867	0.15361	0.04221	0.024572499999999997	1	Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes,WholeBlood	3.764,2.918,2.054	1	Muscle_Skeletal	Muscle_Skeletal	3.764
chr22	20243405	20243684	chr22	20243405	20243684	RTN4R	perfect	50	0.028338800000000004	0.11826796931493141	0	0.76923	0	0	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes,Testis	6.265,2.579,0.813	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	6.265
chr22	23136319	23136322	chr22	23135992	23136322	RSPH14	perfect	50	0.0240776	0.057865558278986415	0	0.33333	0	0.0302775	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Testis,Brain_Nucleusaccumbens_basalganglia	5.344,2.903,1.397	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	5.344
chr22	23976875	23976892	chr22	23976871	23977069	DDT,ENSG00000250470,GSTT3P	perfect	50	0.01999999999999999	0.14142135623730948	0	1	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93
chr22	24220491	24220584	chr22	24220491	24220584	GGT5	perfect	50	0.2823228	0.11444211384176468	0.15926	0.88889	0.25826	0.08199249999999997	1	WholeBlood	WholeBlood,Cells_EBV_transformedlymphocytes,Kidney_Cortex	5.3,1.902,1.624	1	WholeBlood	WholeBlood	5.3
chr22	24555614	24555825	chr22	24555614	24555935	GUCD1	perfect	50	0.0582452	0.01764276879561454	0.03334	0.13823	0.054285	0.010812499999999996	2	Cells_EBV_transformedlymphocytes,Testis	Testis,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	4.534,3.22,1.777	2	Cells_EBV_transformedlymphocytes,Testis	Testis,Cells_EBV_transformedlymphocytes	4.534,3.22
chr22	25112177	25112462	chr22	25111841	25112462	KIAA1671,KIAA1671-AS1	perfect	50	0.1402544	0.11745022089552733	0	0.69064	0.12691	0.12037	1	Muscle_Skeletal	Muscle_Skeletal,MinorSalivaryGland,Breast_MammaryTissue	4.686,2.392,1.383	1	Muscle_Skeletal	Muscle_Skeletal	4.686
chr22	28028989	28029116	chr22	28028814	28029116	TTC28	perfect	50	0.004797599999999996	0.03392415493420581	0	0.23988	0	0	1	Testis	Testis,Adipose_Subcutaneous,Adipose_Visceral_Omentum	6.93,-0.141,-0.141	1	Testis	Testis	6.93
chr22	29167043	29167103	chr22	29167043	29168333	KREMEN1	perfect	50	0.0134348	0.03782854516831199	0	0.21739	0.00273	0.005000000000000001	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Skin_NotSunExposed_Suprapubic,Skin_SunExposed_Lowerleg	5.392,2.649,2.613	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	5.392
chr22	29274264	29274267	chr22	29274264	29274453	EWSR1	perfect	50	0.029573400000000007	0.05624972357700783	0	0.21095	0	0.0366	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9,Brain_Cerebellum	3.224,2.804,2.431	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere	3.224
chr22	29274267	29274282	chr22	29274264	29274453	EWSR1	perfect	50	0.03025099999999999	0.0578165333408275	0	0.2179	0	0.0366	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere,Brain_FrontalCortex_BA9,Brain_Cerebellum	3.246,2.796,2.459	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere	3.246
chr22	29531077	29531110	chr22	29531077	29531110	THOC5	perfect	50	0.1043466	0.07759929895564883	0.00989	0.37353	0.081255	0.11230500000000002	1	Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Artery_Tibial	3.469,2.206,1.693	1	Muscle_Skeletal	Muscle_Skeletal	3.469
chr22	30449089	30449244	chr22	30447958	30449244	SEC14L3	perfect	50	0.05582100000000003	0.2109932947019494	0	1	0	0	2	Esophagus_Mucosa,WholeBlood	Esophagus_Mucosa,WholeBlood,Testis	4.475,4.475,2.369	2	Esophagus_Mucosa,WholeBlood	Esophagus_Mucosa,WholeBlood	4.475,4.475
chr22	30665492	30665554	chr22	30665492	30665559	SLC35E4	perfect	50	0.04487120000000001	0.13302327173476228	0	0.96354	0.02685	0.013937500000000005	1	Testis	Testis,SmallIntestine_TerminalIleum,Pituitary	6.906,0.105,0.092	1	Testis	Testis	6.906
chr22	30881680	30881802	chr22	30881680	30881802	OSBP2	perfect	50	0.010189599999999993	0.06306571467274175	0	0.44524	0	0	1	WholeBlood	WholeBlood,Testis,Heart_AtrialAppendage	6.898,0.35,0.282	1	WholeBlood	WholeBlood	6.898
chr22	31093447	31093783	chr22	31093357	31093876	SMTN	perfect	50	0.0531776	0.10527535745842899	0	0.52706	0.018029999999999997	0.036212499999999995	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	4.501,4.164,2.558	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle	4.501,4.164
chr22	31093783	31093876	chr22	31093357	31093876	SMTN	perfect	50	0.059560800000000004	0.1041487508589008	0	0.5304	0.029199999999999997	0.032400000000000005	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	4.521,4.181,2.559	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle	4.521,4.181
chr22	35752612	35752655	chr22	35752612	35752655	RBFOX2	perfect	50	0.013232800000000003	0.048811503915050396	0	0.27908	0	0.003175	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle,Heart_AtrialAppendage	5.446,3.114,2.615	2	Heart_LeftVentricle,Muscle_Skeletal	Muscle_Skeletal,Heart_LeftVentricle	5.446,3.114
chr22	35840191	35840218	chr22	35840191	35840587	RBFOX2	perfect	50	0.637543	0.11160656001219238	0.17195	1	0.62866	0.10214250000000002	1	WholeBlood	WholeBlood,Brain_Nucleusaccumbens_basalganglia,Brain_Amygdala	3.248,1.186,1.153	1	WholeBlood	WholeBlood	3.248
chr22	37083082	37083086	chr22	37082849	37083086	TMPRSS6	perfect	50	0.005707799999999996	0.036292418969435775	0	0.25641	0	0	1	Testis	Testis,Pituitary,Liver	6.908,0.274,0.209	1	Testis	Testis	6.908
chr22	37759416	37759524	chr22	37759416	37760346	TRIOBP	perfect	50	0.0673632	0.022897499858174512	0.03807	0.19582	0.065215	0.014787500000000002	1	Muscle_Skeletal	Muscle_Skeletal,Brain_CerebellarHemisphere,Pituitary	5.61,1.362,1.227	1	Muscle_Skeletal	Muscle_Skeletal	5.61
chr22	37971244	37971298	chr22	37970685	37971298	SOX10	perfect	50	0.111739	0.07034996428207904	0	0.33333	0.102015	0.04267749999999999	1	Spleen	Spleen,Pituitary,Uterus	3.15,2.658,2.166	1	Spleen	Spleen	3.15
chr22	38025578	38025663	chr22	38025578	38025768	POLR2F	perfect	50	0.031066800000000002	0.02306117723953982	0	0.10854	0.027135	0.025609999999999997	1	Muscle_Skeletal	Muscle_Skeletal,Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	3.359,2.85,2.203	1	Muscle_Skeletal	Muscle_Skeletal	3.359
chr22	38097690	38097782	chr22	38097690	38097782	BAIAP2L2	perfect	50	0.0707864	0.11396432429170679	0	0.48492	0.020745	0.058905	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts,Esophagus_Mucosa,WholeBlood	3.634,2.497,2.121	1	Cells_Culturedfibroblasts	Cells_Culturedfibroblasts	3.634
chr22	38665594	38665685	chr22	38665311	38665685	CBY1	perfect	50	0.044986799999999993	0.038236856535472236	0.00406	0.17245	0.030205000000000003	0.04094249999999999	1	Testis	Testis,Pancreas,WholeBlood	3.334,2.741,2.248	1	Testis	Testis	3.334
chr22	39102511	39102558	chr22	39102511	39102605	APOBEC3H	perfect	50	0.014375800000000005	0.0525232344734311	0	0.30303	0	0	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere,Cells_EBV_transformedlymphocytes	5.496,3.388,1.248	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_Cerebellum,Brain_CerebellarHemisphere	5.496,3.388
chr22	39377014	39377038	chr22	39377014	39377075	SYNGR1	perfect	50	0.018067399999999997	0.041585982666356824	0	0.18007	0	0	2	Heart_AtrialAppendage,Muscle_Skeletal	Muscle_Skeletal,Heart_AtrialAppendage,Heart_LeftVentricle	3.896,3.324,2.177	2	Heart_AtrialAppendage,Muscle_Skeletal	Muscle_Skeletal,Heart_AtrialAppendage	3.896,3.324
chr22	39486165	39486248	chr22	39486165	39486269	MGAT3	perfect	50	0.006514599999999999	0.029541669167189477	0	0.20939	0	0.0064399999999999995	1	Testis	Testis,SmallIntestine_TerminalIleum,Brain_Cerebellum	6.867,0.258,0.173	1	Testis	Testis	6.867
chr22	40387218	40387227	chr22	40387218	40387489	ADSL	perfect	50	0.215949	0.12682683830840427	0.05373	0.66318	0.2074	0.147835	1	WholeBlood	WholeBlood,Cells_EBV_transformedlymphocytes,Pancreas	3.526,2.489,2.298	1	WholeBlood	WholeBlood	3.526
chr22	41682355	41682358	chr22	41682355	41682622	SNU13	perfect	50	0.1847874	0.05479415993050533	0.1026	0.40008	0.17783	0.02283999999999997	1	Testis	Testis,Heart_LeftVentricle,Heart_AtrialAppendage	3.929,2.995,2.849	1	Testis	Testis	3.929
chr22	41690434	41690449	chr22	41690434	41690504	SNU13	perfect	50	0.07353420000000001	0.06797442640629862	0	0.29985	0.07912	0.0983	1	Testis	Testis,Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	3.329,2.716,2.252	1	Testis	Testis	3.329
chr22	41940138	41940174	chr22	41940138	41940219	CENPM	perfect	50	0.10887419999999999	0.18319777927414838	0	0.66105	0	0.12794	1	Skin_NotSunExposed_Suprapubic	Skin_NotSunExposed_Suprapubic,Skin_SunExposed_Lowerleg,MinorSalivaryGland	3.014,2.617,2.223	1	Skin_NotSunExposed_Suprapubic	Skin_NotSunExposed_Suprapubic	3.014
chr22	42880616	42880622	chr22	42880616	42880622	PACSIN2	perfect	50	0.014383	0.027231603357653615	0	0.12537	0.0017699999999999999	0.015582499999999999	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Brain_FrontalCortex_BA9	4.076,3.064,2.303	1	Brain_CerebellarHemisphere	Brain_CerebellarHemisphere	4.076
chr22	43999340	43999411	chr22	43999210	43999411	PARVB	perfect	50	0.0160136	0.039792295467995335	0	0.20654	0	0.014727500000000001	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Heart_LeftVentricle	4.788,3.93,2.108	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	4.788,3.93
chr22	43999533	43999673	chr22	43999533	43999673	PARVB	perfect	50	0.0160136	0.039792295467995335	0	0.20654	0	0.014727500000000001	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum,Heart_LeftVentricle	4.788,3.93,2.108	2	Brain_CerebellarHemisphere,Brain_Cerebellum	Brain_CerebellarHemisphere,Brain_Cerebellum	4.788,3.93
chr22	44809005	44809098	chr22	44809005	44809801	ARHGAP8,PRR5-ARHGAP8	perfect	50	0.019354999999999997	0.029258778780295768	0	0.12233	0	0.0404025	1	Testis	Testis,Bladder,Breast_MammaryTissue	3.519,2.343,1.645	1	Testis	Testis	3.519
chr22	45793652	45793778	chr22	45792417	45793778	ATXN10,TRNT1P2	perfect	50	0.057054	0.030490287848120166	0	0.15678	0.057165	0.0315125	1	Liver	Liver,Spleen,Pituitary	3.271,1.753,1.686	1	Liver	Liver	3.271
chr22	46390845	46391075	chr22	46390527	46391075	CELSR1	perfect	50	0.026476399999999997	0.029696874140459396	0	0.14286	0.025795	0.04428	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Heart_AtrialAppendage,WholeBlood	3.919,2.562,1.514	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	3.919
chr22	48693356	48693381	chr22	48693246	48693381	TAFA5	perfect	50	0.030258199999999996	0.06158970410544215	0	0.28219	0	0.0334025	1	Nerve_Tibial	Nerve_Tibial,Ovary,Liver	4.09,2.784,2.58	1	Nerve_Tibial	Nerve_Tibial	4.09
chr22	49922296	49922443	chr22	49922293	49922443	CRELD2	perfect	50	0.0522652	0.01944953126133672	0.01997	0.14766	0.047	0.0191075	1	Testis	Testis,Colon_Sigmoid,Heart_LeftVentricle	4.905,1.68,1.519	1	Testis	Testis	4.905
chr22	50147141	50147149	chr22	50146964	50147149	MOV10L1	perfect	50	0.22453120000000001	0.13614413157310865	0	0.63636	0.22671000000000002	0.10025499999999998	1	Liver	Liver,Testis,Pancreas	3.025,2.091,2.023	1	Liver	Liver	3.025
chr22	50697564	50697715	chr22	50697563	50697715	SHANK3	perfect	50	0.6557568	0.11101306592414044	0.5344	1	0.608395	0.17751749999999988	1	WholeBlood	WholeBlood,Cells_Culturedfibroblasts,Brain_Spinalcord_cervicalc_1	3.101,2.911,1.697	1	WholeBlood	WholeBlood	3.101
chr22	50698689	50698803	chr22	50697998	50698803	SHANK3	perfect	50	0.6557568	0.11101306592414044	0.5344	1	0.608395	0.17751749999999988	1	WholeBlood	WholeBlood,Cells_Culturedfibroblasts,Brain_Spinalcord_cervicalc_1	3.101,2.911,1.697	1	WholeBlood	WholeBlood	3.101
chr22	50703859	50703935	chr22	50703859	50703935	SHANK3	perfect	50	0.6557568	0.11101306592414044	0.5344	1	0.608395	0.17751749999999988	1	WholeBlood	WholeBlood,Cells_Culturedfibroblasts,Brain_Spinalcord_cervicalc_1	3.101,2.911,1.697	1	WholeBlood	WholeBlood	3.101
chr22	50704165	50704248	chr22	50704165	50704248	SHANK3	perfect	50	0.6557568	0.11101306592414044	0.5344	1	0.608395	0.17751749999999988	1	WholeBlood	WholeBlood,Cells_Culturedfibroblasts,Brain_Spinalcord_cervicalc_1	3.101,2.911,1.697	1	WholeBlood	WholeBlood	3.101
chr22	50704737	50704862	chr22	50704737	50704862	SHANK3	perfect	50	0.6557568	0.11101306592414044	0.5344	1	0.608395	0.17751749999999988	1	WholeBlood	WholeBlood,Cells_Culturedfibroblasts,Brain_Spinalcord_cervicalc_1	3.101,2.911,1.697	1	WholeBlood	WholeBlood	3.101
chr22	50704963	50705096	chr22	50704963	50705096	SHANK3	perfect	50	0.6557568	0.11101306592414044	0.5344	1	0.608395	0.17751749999999988	1	WholeBlood	WholeBlood,Cells_Culturedfibroblasts,Brain_Spinalcord_cervicalc_1	3.101,2.911,1.697	1	WholeBlood	WholeBlood	3.101
chr22	50705899	50706071	chr22	50705375	50706152	SHANK3	perfect	50	0.0664454	0.05733938291881248	0	0.33333	0.0548	0.0232425	2	Cells_EBV_transformedlymphocytes,Pituitary	Cells_EBV_transformedlymphocytes,Pituitary,Brain_Cerebellum	4.654,3.721,1.336	2	Cells_EBV_transformedlymphocytes,Pituitary	Cells_EBV_transformedlymphocytes,Pituitary	4.654,3.721
chr3	3090245	3090256	chr3	3089970	3090256	IL5RA	perfect	50	0.021691799999999997	0.08653479646208627	0	0.51648	0	0	1	Spleen	Spleen,MinorSalivaryGland,SmallIntestine_TerminalIleum	5.718,2.831,2.182	1	Spleen	Spleen	5.718
chr3	9727346	9727379	chr3	9727346	9727450	CPNE9	perfect	50	0.007351800000000002	0.03688229013043125	0	0.25856	0	0	1	Testis	Testis,Pituitary,Brain_CerebellarHemisphere	6.811,0.858,0.213	1	Testis	Testis	6.811
chr3	9878778	9878792	chr3	9878720	9878813	CIDEC	perfect	50	0.060546	0.16593896672436834	0	0.91211	0	0	1	SmallIntestine_TerminalIleum	SmallIntestine_TerminalIleum,Colon_Transverse,Cells_Culturedfibroblasts	5.132,2.579,2.546	1	SmallIntestine_TerminalIleum	SmallIntestine_TerminalIleum	5.132
chr3	10332032	10332037	chr3	10331910	10332037	ATP2B2	perfect	50	0.0203216	0.06814824732679693	0	0.40329	0	0.0085275	1	Muscle_Skeletal	Muscle_Skeletal,Uterus,Nerve_Tibial	5.62,2.832,2.445	1	Muscle_Skeletal	Muscle_Skeletal	5.62
chr3	10336128	10336300	chr3	10336128	10336300	ATP2B2	perfect	50	0.0223106	0.0682963118019934	0	0.40329	0	0.0139325	1	Muscle_Skeletal	Muscle_Skeletal,Uterus,Nerve_Tibial	5.578,2.797,2.411	1	Muscle_Skeletal	Muscle_Skeletal	5.578
chr3	11510184	11510319	chr3	11510184	11510339	ATG7	perfect	50	0.0098072	0.018604850918894397	0	0.10498	0	0.018555	1	WholeBlood	WholeBlood,Testis,Adipose_Visceral_Omentum	5.115,2.803,0.974	1	WholeBlood	WholeBlood	5.115
chr3	12351592	12351674	chr3	12351416	12351674	PPARG	perfect	50	0.0197638	0.027417965575252192	0	0.11886	0	0.029859999999999998	1	Lung	Lung,Adipose_Visceral_Omentum,Adipose_Subcutaneous	3.614,2.321,2.023	1	Lung	Lung	3.614
chr3	12539160	12539370	chr3	12538801	12539658	MKRN2OS,TSEN2	perfect	50	0.0818258	0.10677423925139569	0	0.46263	0.046045	0.12135	2	Brain_Spinalcord_cervicalc_1,Heart_LeftVentricle	Heart_LeftVentricle,Brain_Spinalcord_cervicalc_1,Brain_Substantianigra	3.566,3.359,2.486	2	Brain_Spinalcord_cervicalc_1,Heart_LeftVentricle	Heart_LeftVentricle,Brain_Spinalcord_cervicalc_1	3.566,3.359
chr3	12557466	12557525	chr3	12557268	12557876	MKRN2	perfect	50	0.029956	0.04085600313095659	0	0.18746	0.01051	0.04607	1	Pituitary	Pituitary,Liver,Prostate	3.855,2.391,2.232	1	Pituitary	Pituitary	3.855
chr3	12850658	12850860	chr3	12850658	12850860	ENSG00000289809,IFT122P1	perfect	50	0.002700799999999998	0.017001688132269065	0	0.12005	0	0	1	Testis	Testis,Brain_CerebellarHemisphere,Brain_Cerebellum	6.902,0.367,0.197	1	Testis	Testis	6.902
chr3	12871735	12871755	chr3	12871735	12871919	ENSG00000289809	perfect	50	0.002700799999999998	0.017001688132269065	0	0.12005	0	0	1	Testis	Testis,Brain_CerebellarHemisphere,Brain_Cerebellum	6.902,0.367,0.197	1	Testis	Testis	6.902
chr3	13022032	13022100	chr3	13022032	13022596	IQSEC1	perfect	50	0.0122462	0.034619907914967316	0	0.23492	0.004875	0.0056099999999999995	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,AdrenalGland,Spleen	6.432,1.607,1.32	1	Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes	6.432
chr3	14555893	14555899	chr3	14555893	14556075	GRIP2	perfect	50	0.0139828	0.028169250570689416	0	0.11685	0	0.011587499999999999	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9,Brain_Cortex,Brain_Anteriorcingulatecortex_BA24	3.652,2.773,2.714	1	Brain_FrontalCortex_BA9	Brain_FrontalCortex_BA9	3.652
chr3	15671609	15671630	chr3	15671609	15672955	BTD	perfect	50	0.073195	0.04908806294272965	0.02128	0.26065	0.059355	0.03197	2	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts,Brain_Cerebellum	3.819,3.465,2.533	2	Cells_Culturedfibroblasts,Cells_EBV_transformedlymphocytes	Cells_EBV_transformedlymphocytes,Cells_Culturedfibroblasts	3.819,3.465
chr3	16226428	16226586	chr3	16226428	16226762	GALNT15	perfect	50	0.0366526	0.023482240689421407	0	0.15413	0.03927	0.018784999999999996	1	Testis	Testis,Spleen,Pituitary	5.003,1.942,1.068	1	Testis	Testis	5.003
chr3	16231792	16231870	chr3	16231792	16231992	GALNT15	perfect	50	0.012931400000000003	0.046878108071543884	0	0.33578	0.00647	0.008002500000000001	1	Testis	Testis,Skin_SunExposed_Lowerleg,Cells_Culturedfibroblasts	6.887,0.116,0.111	1	Testis	Testis	6.887
chr3	19936140	19936303	chr3	19936140	19936334	EFHB	perfect	50	0.3194476	0.1434811401893671	0.09091	1	0.30791500000000005	0.1813025	1	Muscle_Skeletal	Muscle_Skeletal,Brain_Cortex,Adipose_Subcutaneous	4.743,1.114,1.053	1	Muscle_Skeletal	Muscle_Skeletal	4.743
chr3	20161107	20161226	chr3	20160592	20161226	SGO1	perfect	50	0.04242519999999998	0.10243595855490017	0	0.36517	0	0	2	Esophagus_Mucosa,Testis	Esophagus_Mucosa,Testis,SmallIntestine_TerminalIleum	3.151,3.087,2.735	2	Esophagus_Mucosa,Testis	Esophagus_Mucosa,Testis	3.151,3.087
chr3	22168816	22169035	chr3	22168492	22169035	ZNF385D	perfect	50	0.014099800000000003	0.047844755731214564	0	0.21028	0	0	3	Brain_CerebellarHemisphere,Brain_Cerebellum,Testis	Brain_CerebellarHemisphere,Testis,Brain_Cerebellum	4.1,3.823,3.616	3	Brain_CerebellarHemisphere,Brain_Cerebellum,Testis	Brain_CerebellarHemisphere,Testis,Brain_Cerebellum	4.1,3.823,3.616
chr3	22372449	22372555	chr3	22372449	22372837	ZNF385D	perfect	50	0.014099800000000003	0.047844755731214564	0	0.21028	0	0	3	Brain_CerebellarHemisphere,Brain_Cerebellum,Testis	Brain_CerebellarHemisphere,Testis,Brain_Cerebellum	4.1,3.823,3.616	3	Brain_CerebellarHemisphere,Brain_Cerebellum,Testis	Brain_CerebellarHemisphere,Testis,Brain_Cerebellum	4.1,3.823,3.616
